word,freq
えんそう,31943
かくてい,31792
さいけん,31790
うながす,31773
きんぞく,31738
しんこく,31646
じっしつ,31627
ぼうえき,31614
によれば,31601
のうはう,31586
かんどう,31569
ぶんがく,31548
くうこう,31438
ゆにゅう,31438
かんする,31436
すむーず,31433
ところで,31386
いんさつ,31372
それだけ,31353
れっしゃ,31294
せんしん,31282
やきゅう,31189
しょたい,31185
はいりょ,31111
かいてん,31093
すいみん,31092
ぜんこう,31066
かたかっ,31030
なりたつ,31001
しょこく,30986
だいきん,30972
さいばい,30959
せつりつ,30837
とうごう,30729
それとも,30713
おおやけ,30539
めんえき,30495
けんない,30485
かつやく,30477
おんせい,30449
せいしょ,30430
かんさつ,30369
たいけい,30333
きんじょ,30305
なぜなら,30296
しひょう,30214
よろしい,30055
しんりん,30021
おこさん,29963
てじゅん,29859
とうめい,29824
てんねん,29762
けいさい,29744
なにより,29679
ものごと,29654
いよいよ,29642
げんてい,29568
けんがく,29447
ようしき,29424
でんげん,29319
がいらい,29309
すてっぷ,29271
れんごう,29265
たいない,29255
やくそく,29207
かいせき,29120
ますこみ,29086
みかける,28947
ぎょうじ,28845
つくれる,28812
てーぶる,28768
せいぎょ,28681
しっこう,28653
ほごする,28615
かっぱつ,28561
にくたい,28532
そうかい,28505
まいにち,28466
けんげん,28465
ときどき,28416
てきする,28398
ほうてき,28296
がくもん,28289
をもとに,28271
ぶちょう,28259
れぽーと,28228
れっすん,28216
くわわる,28212
しゅざい,27987
すうがく,27965
だめーじ,27763
みつもり,27750
ぼうさい,27746
おそれる,27504
おーぷん,27462
てんかん,27444
いちらん,27413
しだいに,27393
いきかた,27386
たいする,27331
うんめい,27281
うたがう,27278
しゅうり,27266
ほうしゃ,27231
とどける,27226
わりびき,27209
おとうと,27200
たずねる,27192
おおいに,27188
まことに,27158
しょくむ,27142
しょてい,27121
しばしば,27052
たいてい,27041
しょせき,26989
どんなに,26892
そうほう,26848
ゆしゅつ,26812
じっかん,26811
ぼうえい,26789
かじょう,26724
あっとう,26684
ほうそく,26669
とどけで,26606
ほんたい,26602
ながねん,26593
じょうい,26563
すみやか,26552
つきあい,26452
おんだん,26397
じんかく,26390
すてーじ,26310
かんばん,26229
きがつく,26193
ちょしゃ,26154
とうこう,26152
しんさつ,26131
せいしき,26003
びたみん,25990
じんそく,25979
けんぜん,25890
ありえる,25804
いきさつ,25776
ふりこみ,25761
くるしむ,25757
しんぷる,25754
こうてい,25751
たいしょ,25735
ぶろっく,25703
じっくり,25685
ならべる,25650
びみょう,25639
はっする,25624
こうじょ,25597
けしょう,25559
しょめん,25554
ただちに,25508
ふんそう,25430
あじわう,25402
せっしゅ,25380
れいがい,25359
にくわえ,25340
せいとう,25279
てきかく,25276
ひきだす,25272
あどれす,25246
きにゅう,25220
そんしつ,25195
おしらせ,25193
っていう,25159
かぶぬし,25156
ようせい,25130
まいかい,25098
とういつ,25081
ぶんるい,25077
かかわり,25071
けつあつ,25046
ぜんぱん,25042
かがやく,25035
みつめる,25033
がいこう,25031
なんとも,24960
かんそく,24817
たいはん,24802
どくとく,24787
つめたい,24786
さっかー,24760
ひこうき,24689
がいよう,24668
けんかい,24643
いっしゅ,24626
おうよう,24568
こうしき,24546
ことわる,24514
ちょうし,24513
はたして,24460
しょっく,24368
ひんしゅ,24298
いかなる,24282
あやまる,24252
どじょう,24187
すっかり,24143
いちする,24140
ふりょう,24129
えんじる,24091
うちがわ,24067
ぜんじつ,23913
こくどう,23898
ひかえる,23894
じゅしん,23886
ぶんかつ,23838
ひんぱん,23824
しんせん,23822
ゆうがた,23760
みぎがわ,23741
ぱーてぃ,23729
おうえん,23669
うけいれ,23654
ちんたい,23610
こうほう,23585
おもわず,23576
とじょう,23557
はんてい,23518
ほどこす,23503
おおぜい,23460
ひっしゃ,23454
かさなる,23449
かいがん,23445
しんしん,23389
げんかん,23330
ぜんはん,23240
いいかた,23232
いきおい,23231
たくしー,23223
しつない,23207
こわれる,23202
たすかる,23201
ぶんめい,23126
ほんやく,23120
どうこう,23059
みいだす,23042
それなり,23031
ほうかい,22967
さくせん,22930
ぶらうざ,22922
いもうと,22898
がくねん,22885
せんざい,22885
わざわざ,22829
たおれる,22818
づらかっ,22811
ほんしょ,22790
みまもる,22781
ぜんめん,22683
ほんもの,22680
やりとり,22676
たまたま,22633
しょうか,22617
ならびに,22607
にゅうし,22603
そうしん,22572
ていこく,22549
いわかん,22527
けっさん,22525
れいせい,22493
きゅうか,22491
といえば,22455
ふまえる,22383
にってい,22349
ふれーむ,22343
じょうげ,22340
てんぼう,22319
げんこう,22314
しゃべる,22277
えいえん,22269
そうたい,22239
はっしん,22117
てんけん,22026
はいぐう,22016
まんせい,22006
ししょう,22001
たいしつ,21995
ひっぱる,21970
ならでは,21922
かぞえる,21910
にそって,21903
いまだに,21836
きんせん,21825
えんかつ,21800
こうそう,21696
せいよう,21688
はずれる,21664
がっぺい,21660
ぶんけん,21657
そろえる,21639
おくさん,21630
たんまつ,21613
なんにん,21573
わくちん,21517
こうじる,21492
おこさま,21479
そうこう,21449
せいたい,21364
むきあう,21332
ひりょう,21322
すくーる,21307
かちょう,21291
つなげる,21235
ととのう,21235
しじゅつ,21231
けっさい,21228
らーめん,21208
とりだす,21160
せんげん,21133
いしょく,21106
けんみん,21081
はつばい,21001
びじゅつ,20980
のもとに,20969
かんすう,20968
きょうど,20932
しーずん,20921
とりこむ,20890
にくらべ,20864
たんどく,20837
いきもの,20835
えつらん,20834
かいせん,20824
にあたり,20808
とんねる,20794
かんてい,20787
きょねん,20730
ざいげん,20723
てきおう,20656
かくれる,20636
あぱーと,20618
かんぺき,20618
ゆいごん,20607
けいかん,20543
かえって,20539
そのうち,20537
ときには,20533
ざいたく,20493
けいとう,20481
ひっこし,20459
ふぃるむ,20452
ふるさと,20400
じつよう,20375
いがいと,20373
ちゅうこ,20333
あちこち,20306
びじょん,20289
おーなー,20275
しんたく,20255
けーぶる,20252
しょめい,20246
あいまい,20224
こんらん,20162
わくぐみ,20148
たがいに,20130
せんたん,20094
ぐりーん,20060
たいざい,20020
とらっく,20009
こいびと,19951
あんけん,19931
むいしき,19921
けんてい,19904
じゅんい,19898
こだわり,19885
くずれる,19864
かくとく,19850
こうしゃ,19839
ぞくする,19835
しょうり,19787
ねっしん,19775
まんなか,19769
そとがわ,19765
じょうと,19752
まきこむ,19749
そうがく,19746
とうてん,19738
のうやく,19730
ぼうとう,19690
にちよう,19666
かいやく,19663
ぜんがく,19661
しんがく,19651
さいあく,19649
ほうあん,19644
しんせつ,19619
でんせつ,19619
きゃんぷ,19618
ふぉるだ,19610
ひんこん,19598
そろそろ,19533
ちゃねる,19477
ししゅつ,19460
ひたすら,19449
こうとう,19423
おだやか,19416
どうやら,19416
ひだりて,19410
ちょうり,19389
こうがく,19370
くるしみ,19334
さーくる,19330
きつえん,19323
さんぷる,19309
えっくす,19275
しゅさい,19270
かずかず,19263
たっぷり,19255
せんでん,19237
へんかん,19228
ゆにっと,19217
あわてる,19186
ちけっと,19148
たいせん,19124
もちこむ,19089
ろぼっと,19062
くれーむ,19043
もにたー,19007
さくしゃ,18970
よくせい,18963
にかんし,18949
はつおん,18948
ちつじょ,18907
ごうせい,18856
にっすう,18834
しんどう,18832
ことがら,18812
ぎちょう,18811
ぼっくす,18775
まるまる,18688
やくざい,18653
どくしょ,18639
こくせき,18626
にわたる,18596
かきこむ,18552
やしなう,18535
つうきん,18534
べんとう,18521
すいっち,18516
ゆうがい,18465
ふくらむ,18442
おおむね,18441
うらない,18433
たいふう,18426
しょうぶ,18425
じょうぶ,18386
はつめい,18374
にすれば,18335
せいやく,18320
いちれん,18309
げんこく,18287
いっかん,18282
はぐくむ,18248
たいりつ,18243
ばくはつ,18237
きんりん,18202
おさない,18175
めいがら,18173
けんしん,18135
こんびに,18116
おさめる,18097
よくねん,18086
あるばむ,18068
はじまり,18036
てんけい,18035
ひつぜん,18024
ざいだん,18005
かいぬし,17946
さつじん,17929
をとわず,17928
むじゅん,17912
やくぶつ,17886
せいりつ,17882
まとまる,17874
なかでも,17852
たいしゃ,17781
とくゆう,17768
おどろき,17754
さくてい,17754
じゃんる,17737
さいのう,17737
すませる,17725
はいすい,17723
いとなむ,17717
ぞくせい,17710
みとおし,17709
しろうと,17704
せいじん,17694
はんにん,17656
てちょう,17654
いらすと,17650
ぼうだい,17611
なるほど,17606
かんぞう,17594
きたえる,17570
すばやく,17547
すぽっと,17509
しあげる,17498
たいおん,17432
かろりー,17420
ひきつぐ,17360
かりいれ,17353
こうけい,17306
ちゅうと,17196
うけつぐ,17168
はいしん,17137
どめいん,17132
かなしみ,17088
もうしで,17070
いんふら,17060
はなせる,17053
どうとく,17012
さくじょ,16984
せんこう,16977
にわたり,16962
ほんしゃ,16924
かいじょ,16920
しじする,16905
しりあい,16891
ぜんねん,16883
となえる,16875
かいどう,16869
をふまえ,16838
げつまつ,16835
たいりく,16830
ひょうき,16805
かいごう,16797
だつもう,16751
かっこう,16750
れーざー,16750
なかよく,16741
しゅうし,16734
まっすぐ,16729
げんえき,16702
しょぞく,16701
あずける,16684
てんすう,16662
かいとり,16649
ちゅうし,16594
けんすう,16589
どころか,16584
せいかい,16579
みねらる,16568
ぼでぃー,16555
どうめい,16552
ましーん,16548
もりこむ,16518
まもなく,16508
はんしゃ,16504
しんぞく,16502
すいせん,16502
しらせる,16462
けいはつ,16443
かいよう,16431
けいげん,16427
のうぜい,16377
ふぉーむ,16377
しんがい,16376
おーけー,16375
こうさく,16294
あやまり,16289
さいくる,16267
なにごと,16248
とりわけ,16247
りゅうし,16235
せいぞん,16200
のうそん,16200
さきほど,16182
なづける,16155
けつだん,16146
ていげん,16121
とうそう,16110
げんさく,16107
かいぐん,16085
やくしょ,16080
かんねん,16075
しなりお,16065
しゅっか,16048
まにあう,16007
あらそい,16005
せんさー,15940
せいそう,15926
やりがい,15910
のもとで,15896
へいじつ,15883
うけとり,15880
はんする,15879
みんぽう,15871
てつだい,15868
かいほう,15854
どらいぶ,15829
もくざい,15810
とりけし,15784
はげます,15769
ぬるめる,15764
きよする,15757
かくしん,15687
ふんかん,15678
めいじる,15642
へんせい,15632
よっぽど,15625
としより,15622
しんせき,15614
おちこむ,15590
どうしゃ,15568
とりまく,15558
ぜいりし,15557
れんぽう,15554
せいじつ,15534
じょげん,15529
はんせい,15526
ふくごう,15523
おぎなう,15508
でんあつ,15481
けってん,15479
くじょう,15472
しつれい,15469
りょうて,15435
しょうに,15432
じんみん,15412
ちぇーん,15411
こうふく,15409
けっとう,15363
かくしゃ,15351
こうたい,15339
ぶんぽう,15331
てづくり,15323
とくれい,15319
てがける,15296
むしょう,15282
たいしん,15263
ぼにゅう,15226
どうとう,15213
しょうゆ,15208
あしもと,15199
ほうてい,15191
こころみ,15177
しんぱん,15172
こういき,15115
しゅうき,15067
おくさま,15058
ゆうそう,15051
のんびり,15048
へんすう,15032
ざんだか,15007
からみて,14992
ばいたい,14979
りったい,14958
こうよう,14942
うたがい,14938
ふりかえ,14937
ちゅうき,14935
ろんじる,14914
せんてい,14903
でんたつ,14870
しがいち,14862
つうこう,14860
けつごう,14846
すいしつ,14844
さっこん,14825
せんぱく,14821
はいそう,14798
ぷらんと,14790
しんじん,14783
とびだす,14767
ぐんたい,14764
ゆうよう,14722
くみこむ,14693
ふっかつ,14693
ふりこむ,14688
ようひん,14673
いっかつ,14672
のうみん,14663
とんでも,14628
せっとく,14616
さんせい,14611
てつだう,14584
ていねん,14577
そうてい,14572
せいべつ,14558
さいはつ,14535
おしゃれ,14518
ぜんしゃ,14501
つちかう,14498
こんげん,14497
ほんぶん,14490
とくやく,14488
がくえん,14476
そうして,14448
こまんど,14438
ふきょう,14429
まなべる,14428
しんてん,14405
しゅじい,14385
ぎりぎり,14378
しっぺい,14375
ぶんかい,14373
すたじお,14368
げんてん,14357
ざいにち,14318
ぶつかる,14304
きっちん,14271
あじわい,14226
きずつく,14222
ぶんぴつ,14183
ぜいせい,14170
あんてな,14167
みっせつ,14167
たいいく,14161
かたまり,14160
ぶれーき,14145
れんたる,14089
であえる,14082
りんどう,14065
はいとう,14057
こうえき,14054
てんとう,14043
たとえる,14012
へんけい,13989
ふくそう,13984
ていけい,13970
じんしゅ,13962
とーたる,13944
かしだし,13938
じせだい,13938
えあこん,13930
げつがく,13912
ねんすう,13905
りはびり,13877
とくてん,13859
ちょうわ,13854
こしょう,13824
かいけん,13822
はいゆう,13818
えきまえ,13811
せいけつ,13789
こんげつ,13769
ぐうぜん,13752
ぜんぽう,13743
あぶない,13732
えらべる,13726
ちょきん,13724
しんねん,13715
いしょう,13704
げんばく,13698
そうおん,13682
そうさく,13637
いんよう,13609
おじさん,13607
ごうせん,13589
しゅどう,13580
ますたー,13562
いちいん,13559
つっこむ,13511
かきこみ,13500
ろくおん,13482
ふぁんど,13479
けんちょ,13473
じんいん,13467
こうへい,13435
よごれる,13426
ろんてん,13421
はんどる,13420
げんせん,13380
どくせん,13355
すいへい,13331
ていせい,13331
へんしん,13330
つよめる,13326
ようつう,13320
するどい,13304
あんごう,13235
れんたい,13218
じんぞう,13179
はいぶん,13171
ただよう,13165
えきたい,13119
かきかた,13116
しんちく,13110
ごうどう,13084
かしつけ,13065
じんたい,13061
つうやく,13050
かまえる,13048
ゆうどう,13031
てんこう,13030
いっせい,13021
ぶんぱい,13016
くにぐに,13013
ていけつ,13003
ふろんと,13002
こんいん,12985
おこない,12974
いんしゅ,12970
ちょちく,12966
あやしい,12951
げんみつ,12943
にかぎり,12921
ていいん,12915
びんかん,12915
ぐらんど,12910
くだもの,12886
ちょしょ,12883
がそりん,12864
につれて,12824
におうじ,12807
ぼうぎょ,12798
さんかく,12755
れこーど,12753
かたまる,12751
をもって,12747
きんえん,12732
ほうかつ,12730
かかせる,12726
しゅうち,12712
たいそう,12707
あいこん,12707
せつやく,12701
のがれる,12673
じしょう,12666
おーばー,12650
くちこみ,12640
おうとう,12634
ゆるやか,12634
ほきゅう,12621
ぼーなす,12605
こうはい,12587
いきいき,12585
ささげる,12580
そこなう,12574
うんそう,12561
いかにも,12559
ぶんさん,12548
いっけん,12547
すいそう,12511
ほうさく,12501
めざめる,12500
びっくり,12499
げんきん,12479
きしょう,12464
かためる,12459
